id,name,institution,department,departmentId,imageUrl,hIndex,i10Index,publications,citations,bio,researchInterests,domain,iitornit
sudarshan_k._srinivasan,Sudarshan K. Srinivasan,North Dakota State University,North Dakota State University,north_dakota_state_university,,18,30,0,1028,Professor at North Dakota State University specializing in Computer Science.,"Computer Science, Data Mining",Computer Science,na
sudha_jain,sudha jain,Lucknow University,lucknow university,lucknow_university,,55,267,0,31879,Professor at Lucknow University specializing in Computer Science.,"Computer Science, Data Mining",Computer Science,na
"suddhasatwa_basu,_fnasc,fnae,_frsc","Suddhasatwa Basu, FNASc,FNAE, FRSC",Indian Institute of Technology Delhi,"FIPI Chair Prof (HAG), Dept of Chem Eng. IIT Delhi; Director (former), CSIR-IMMT, Bhubaneswar","fipi_chair_prof_(hag),_dept_of_chem_eng._iit_delhi;_director_(former),_csir-immt,_bhubaneswar",,54,199,0,10588,Professor at Indian Institute of Technology Delhi specializing in Chemical Engineering.,"Chemical Engineering, Materials Science",Chemical Engineering,iit
sudeb_dasgupta,Sudeb Dasgupta,IIT Roorkee,"Department of Electronics and Communication Engineering, IIT Roorkee","department_of_electronics_and_communication_engineering,_iit_roorkee",,32,87,0,3626,Professor at IIT Roorkee specializing in VLSI Design.,"VLSI Design, Semiconductor Devices",Electrical Engineering,na
dr._sudeep_thepade,Dr. Sudeep Thepade,Savitribai Phule Pune University,"Professor, Computer Engineering Department, PCCOE, Savitribai Phule Pune University (SPPU), Pune","professor,_computer_engineering_department,_pccoe,_savitribai_phule_pune_university_(sppu),_pune",,38,151,0,6000,Professor at Savitribai Phule Pune University specializing in Image Processing.,"Image Processing, Machine Learning",Computer Science,na
sudeshna_chatterjee,Sudeshna Chatterjee,University of Delhi,Action for Children's Environments,action_for_children's_environments,,14,17,0,879,Professor at University of Delhi specializing in Child-Friendly Environments.,"Child-Friendly Environments, Urban Planning for Children",Other,na
"sudev_das,_ph.d","Sudev Das, Ph.D",National Institute of Technology Calicut,Assistant Professor |Dept. of Chemical Engineering | National Institute of Technology Calicut,assistant_professor_|dept._of_chemical_engineering_|_national_institute_of_technology_calicut,,13,17,0,675,Professor at National Institute of Technology Calicut specializing in Chemical Engineering.,"Chemical Engineering, Process Optimization",Chemical Engineering,nit
sudev_naduvath,Sudev Naduvath,Christ University,"Professor, Christ University, Bengaluru, India","professor,_christ_university,_bengaluru,_india",,16,29,0,1118,Professor at Christ University specializing in Graph Theory.,"Graph Theory, Discrete Mathematics",Mathematics,na
dr._sudha_ramaiah,Dr. Sudha Ramaiah,VIT,VIT,vit,,33,88,0,3283,Professor at VIT specializing in Bioinformatics.,"Bioinformatics, Computational Biology",Computer Science,na
dr._ajitkumar_sudhakar_gudekar,Dr. Ajitkumar Sudhakar Gudekar,University of Mumbai,"D J Sanghvi College of Engineering, Mumbai, India","d_j_sanghvi_college_of_engineering,_mumbai,_india",,7,7,0,293,Professor at University of Mumbai specializing in Structural Engineering.,"Structural Engineering, Concrete Technology",Computer Science,na
sudhakar_rao,Sudhakar Rao,Indian Institute of Science,"Professor (Retired) Civil Engineering, Indian Institute of Science","professor_(retired)_civil_engineering,_indian_institute_of_science",,39,73,0,4721,Professor at Indian Institute of Science specializing in Civil Engineering.,"Civil Engineering, Geotechnical Engineering",Civil Engineering,na
sudhakar_singh,Prof. Sudhakar Yedla,IGIDR,"Professor, IGIDR and Former Vice-Chancellor, Dravidian University, Kuppam; Director, NIT Srinagar","professor,_igidr_and_former_vice-chancellor,_dravidian_university,_kuppam;_director,_nit_srinagar",,19,26,0,1300,Professor at IGIDR specializing in Environmental Economics.,"Environmental Economics, Climate Change Policy",Business Management,na
chinta_sudhakar,Chinta Sudhakar,Sri Krishnadevaraya University,"Professor of Botany, Sri Krishnadevaraya University, INDIA","professor_of_botany,_sri_krishnadevaraya_university,_india",,34,67,0,5276,Professor at Sri Krishnadevaraya University specializing in Botany.,"Botany, Plant Physiology",Other,na
sudhan_majhi,Sudhan Majhi,Indian Institute of Science,"Department of ECE, Indian Institute of Science, Bangalore, INDIA","department_of_ece,_indian_institute_of_science,_bangalore,_india",,27,68,0,2467,Professor at Indian Institute of Science specializing in Signal Processing.,"Signal Processing, Wireless Communication",Electrical Engineering,na
sudhanshu_shukla,Sudhanshu Shukla,Indian Institute of Technology Dharwad,Indian Institute of Technology Dharwad,indian_institute_of_technology_dharwad,,23,25,0,3209,Professor at Indian Institute of Technology Dharwad specializing in Power Systems.,"Power Systems, Renewable Energy",Electrical Engineering,iit
dr.sudheer_a.p,Dr.Sudheer A.P,NIT Calicut,"Associate Professor, NIT Calicut","associate_professor,_nit_calicut",,12,15,0,612,Professor at NIT Calicut specializing in Power Systems.,"Power Systems, Renewable Energy",Electrical Engineering,na
dr._sudhir_kumar_pandey,Dr. Sudhir Kumar Pandey,G.G.V. Bilaspur,"Associate Professor in Department of Botany, G.G.V., Bilaspur (C.G.), 495009, India","associate_professor_in_department_of_botany,_g.g.v.,_bilaspur_(c.g.),_495009,_india",,28,51,0,3559,Professor at G.G.V. Bilaspur specializing in Plant Physiology.,"Plant Physiology, Plant Ecology",Other,na
sudhir_kumar,Sudhir Kumar,Temple University,"Director, iGEM, Carnell Professor of Biology, Temple University","director,_igem,_carnell_professor_of_biology,_temple_university",,87,198,0,312748,Professor at Temple University specializing in Evolutionary Biology.,"Evolutionary Biology, Genomics",Other,na
sudhir_kumar_sharma,Sudhir Kumar Sharma,Swarnim Gujarat Sports University,"Professor of Physical Education, Swarnim Gujarat Sports University, Gandhinagar","professor_of_physical_education,_swarnim_gujarat_sports_university,_gandhinagar",,61,343,0,15877,Professor at Swarnim Gujarat Sports University specializing in Physical Education.,"Physical Education, Sports Science",Other,na
dr._sudheesh_parathakkatt,dr. sudheesh parathakkatt,The Zamorin's Guruvayurappan College Kozhikode,The Zamorin's Guruvayurappan College Kozhikode,the_zamorin's_guruvayurappan_college_kozhikode,,4,2,0,109,Professor at The Zamorin's Guruvayurappan College Kozhikode specializing in Chemistry.,"Chemistry, Material Science",Other,na
sudip_barman,Sudip Barman,National Institute of Science Education and Research (NISER),"National Institute of Science Education and Research (NISER), Bhubaneswar, India","national_institute_of_science_education_and_research_(niser),_bhubaneswar,_india",,24,36,0,2508,Professor at National Institute of Science Education and Research (NISER) specializing in Condensed Matter Physics.,"Condensed Matter Physics, Materials Science",Physics,na
chakraborty_sudip,Chakraborty Sudip,University of Calabria,University of Calabria,university_of_calabria,,50,117,0,9066,Professor at University of Calabria specializing in Computer Science.,"Computer Science, Artificial Intelligence",Computer Science,na
sudip_dey,Sudip Dey,NIT Silchar,"NIT Silchar (India), Swansea University (UK), IPF (Germany)","nit_silchar_(india),_swansea_university_(uk),_ipf_(germany)",,36,99,0,4313,Professor at NIT Silchar specializing in Composite Materials.,"Composite Materials, Structural Mechanics",Other,na
sudip_kumar_das,Sudip Kumar Das,University of Calcutta,"Chemical Engineering Department, University of Calcutta","chemical_engineering_department,_university_of_calcutta",,43,104,0,8232,Professor at University of Calcutta specializing in Chemical Engineering.,"Chemical Engineering, Environmental Engineering",Chemical Engineering,na
sudip_kumar_saha,SUDIP KUMAR SAHA,Ariel University,"Ariel University, Bar-Ilan University","ariel_university,_bar-ilan_university",,5,5,0,143,Professor at Ariel University specializing in Condensed Matter Physics.,"Condensed Matter Physics, Material Science",Physics,na
sudeep_singh_malik_-_rrs_bathinda,Sudeep Singh Malik - RRS Bathinda,RRS Bathinda,Principal Agronomist,principal_agronomist,,21,39,0,2132,Professor at RRS Bathinda specializing in Agronomy.,"Agronomy, Crop Science",Other,na
sudipta_dubey,Sudipta Dubey,IIT Kanpur,IIT Kanpur,iit_kanpur,,12,13,0,1137,Professor at IIT Kanpur specializing in Condensed Matter Physics.,"Condensed Matter Physics, Quantum Materials",Physics,na
sudipta_majumdar,Sudipta Majumdar,Xencor,Xencor,xencor,,13,17,0,937,Professor at Xencor specializing in Protein Engineering.,"Protein Engineering, Antibody Therapeutics",Other,na
sudipta_sen,Sudipta Sen,O.P. Jindal Global University,Jindal School of Banking and Finance,jindal_school_of_banking_and_finance,,3,2,0,142,Professor at O.P. Jindal Global University specializing in Banking.,"Banking, Finance",Business Management,na
suja_s._rajan,Suja S. Rajan,University of Texas,University of Texas,university_of_texas,,26,49,0,2705,Professor at University of Texas specializing in Health Economics.,"Health Economics, Health Services Research",Medical Sciences,na
suja_a_thomas,Suja A Thomas,University of Illinois,"Professor of Law, University of Illinois","professor_of_law,_university_of_illinois",,17,21,0,1091,Professor at University of Illinois specializing in Jury Trials.,"Jury Trials, Civil Procedure",Other,na
sujay_chakravarty,Sujay Chakravarty,UGC-DAE Consortium for Scientific Research,"Scientist-F, UGC-DAE CSR Kalpakkam Node","scientist-f,_ugc-dae_csr_kalpakkam_node",,22,41,0,1697,Professor at UGC-DAE Consortium for Scientific Research specializing in Materials Science.,"Materials Science, Condensed Matter Physics",Physics,na
sujeet_kumar_mishra,Sujeet Kumar Mishra,Guru Ghasidas Vishwavidyalaya,"Associate Professor, Education,Guru Ghasi Das Central University Bilaspur","associate_professor,_education,guru_ghasi_das_central_university_bilaspur",,29,80,0,3598,Professor at Guru Ghasidas Vishwavidyalaya specializing in Education.,"Education, Educational Psychology",Other,na
"sujit_k_bhutia,_professor","Sujit K Bhutia, Professor",National Institute of Technology Rourkela,"Department of Life Science, National Institute of Technology, Rourkela, India","department_of_life_science,_national_institute_of_technology,_rourkela,_india",,59,135,0,23905,Professor at National Institute of Technology Rourkela specializing in Cancer Biology.,"Cancer Biology, Stem Cell Biology",Medical Sciences,nit
sujith_kumar_c.s,Sujith Kumar C.S,National Institute of Technology Calicut,"Assistant Professor, Department of Mechanical Engineering, National Institute of Technology Calicut","assistant_professor,_department_of_mechanical_engineering,_national_institute_of_technology_calicut",,19,24,0,1314,Professor at National Institute of Technology Calicut specializing in Mechanical Engineering.,"Mechanical Engineering, Thermal Sciences",Mechanical Engineering,nit
dr._sujoy_chakraborty,Dr. Sujoy Chakraborty,NIT Agartala,"Assistant Professor of Production Engineering Department, NIT Agartala","assistant_professor_of_production_engineering_department,_nit_agartala",,14,14,0,638,Professor at NIT Agartala specializing in Production Engineering.,"Production Engineering, Manufacturing Processes",Other,na
sukanta_das,Sukanta Das,Indian Institute of Engineering Science and Technology,"Associate Professor of Information Technology, Indian Institute of Engineering Science and","associate_professor_of_information_technology,_indian_institute_of_engineering_science_and",,34,173,0,5370,Professor at Indian Institute of Engineering Science and Technology specializing in Cellular Automata.,"Cellular Automata, Cryptography",Other,na
suket_kumar,SUKET KUMAR,NIT Hamirpur,NIT Hamirpur,nit_hamirpur,,5,0,0,61,Professor at NIT Hamirpur specializing in Power Systems.,"Power Systems, Renewable Energy",Electrical Engineering,na
sukhendu_mandal,Sukhendu Mandal,Indian Institute of Science Education and Research Thiruvananthapuram,Indian Institute of Science Education and Research Thiruvananthapuram,indian_institute_of_science_education_and_research_thiruvananthapuram,,31,91,0,4087,Professor at Indian Institute of Science Education and Research Thiruvananthapuram specializing in Condensed Matter Physics.,"Condensed Matter Physics, Quantum Materials",Physics,na
sukhomay_pal,Sukhomay Pal,Indian Institute of Technology Guwahati,"Professor of Mechanical Engineering Department, IIT Guwahati","professor_of_mechanical_engineering_department,_iit_guwahati",,29,56,0,2407,Professor at Indian Institute of Technology Guwahati specializing in Manufacturing Science.,"Manufacturing Science, Optimization Techniques",Mechanical Engineering,iit
dr._sukomal_mandal_pesu_civil,Dr. Sukomal Mandal PESU CIVIL,PES University,Professor,professor,,19,29,0,1582,Professor at PES University specializing in Structural Engineering.,"Structural Engineering, Construction Materials",Civil Engineering,na
sukumar_pati,Sukumar Pati,National Institute of Technology Silchar,"National Institute of Technology SIlchar, India","national_institute_of_technology_silchar,_india",,34,86,0,3320,Professor at National Institute of Technology Silchar specializing in Fluid Mechanics.,"Fluid Mechanics, Heat Transfer",Other,nit
dr._sukumar_roy,Dr. Sukumar Roy,Maulana Abul Kalam Azad University of Technology,"Government College of Engineering & Textile Technology, Berhampore, West Bengal","government_college_of_engineering_&_textile_technology,_berhampore,_west_bengal",,5,3,0,91,Professor at Maulana Abul Kalam Azad University of Technology specializing in Textile Engineering.,"Textile Engineering, Material Science",Other,na
suman_bhattacharya,Suman Bhattacharya,Novartis,Sr. Vice President Clinical Devt,sr._vice_president_clinical_devt,,28,64,0,9476,Professor at Novartis specializing in Clinical Development.,"Clinical Development, Drug Discovery",Medical Sciences,na
suman_chakraborty,Suman Chakraborty,Indian Institute of Technology Kharagpur,"Professor of Mechanical Engineering, Indian Institute of Technology Kharagpur","professor_of_mechanical_engineering,_indian_institute_of_technology_kharagpur",,67,446,0,17964,Professor at Indian Institute of Technology Kharagpur specializing in Microfluidics.,"Microfluidics, Biomedical Engineering",Medical Sciences,iit
suman_chatterjee,Suman Chatterjee,Austrian Academy of Sciences,Austrian Academy of Sciences,austrian_academy_of_sciences,,121,339,0,43863,Professor at Austrian Academy of Sciences specializing in Quantum Physics.,"Quantum Physics, Condensed Matter Physics",Physics,na
suman_deb,Suman Deb,SVNIT Surat,"Assistant Professor, SVNIT Surat","assistant_professor,_svnit_surat",,16,20,0,787,Professor at SVNIT Surat specializing in Power Systems.,"Power Systems, Renewable Energy",Electrical Engineering,na
suman_kumar_das,Suman Kumar Das,Leibniz Institute of Atmospheric Physics,"Alexander von Humboldt Fellow, Leibniz Institute of Atmospheric Physics","alexander_von_humboldt_fellow,_leibniz_institute_of_atmospheric_physics",,5,3,0,57,Professor at Leibniz Institute of Atmospheric Physics specializing in Atmospheric Dynamics.,"Atmospheric Dynamics, Climate Modeling",Physics,na
suman_mann,Suman Mann,Panipat Institute of Engineering and Technology,"Professor, Panipat Institute of Engineering and Technology","professor,_panipat_institute_of_engineering_and_technology",,13,18,0,548,Professor at Panipat Institute of Engineering and Technology specializing in Computer Science.,"Computer Science, Engineering Education",Computer Science,na
suman_mukherjee,Suman Mukherjee,Lovely Professional University,Lovely Professional University,lovely_professional_university,,14,22,0,584,Professor at Lovely Professional University specializing in Computer Science.,"Computer Science, Artificial Intelligence",Computer Science,na
suman_mukhopadhyay,Suman Mukhopadhyay,Indian Institute of Technology Indore,"Professor of Chemistry, Indian Institute of Technology Indore","professor_of_chemistry,_indian_institute_of_technology_indore",,28,71,0,2673,Professor at Indian Institute of Technology Indore specializing in Organic Chemistry.,"Organic Chemistry, Materials Chemistry",Other,iit
suman_saha,Suman Saha,California University,"Lecturer of Astrophysics, California University","lecturer_of_astrophysics,_california_university",,33,82,0,3648,Professor at California University specializing in Astrophysics.,"Astrophysics, Cosmology",Physics,na
sumana_gupta,Sumana Gupta,IIT Kharagpur,"Associate Professor in Architecture & Regional Planning, IIT Kharagpur","associate_professor_in_architecture_&_regional_planning,_iit_kharagpur",,7,5,0,166,Professor at IIT Kharagpur specializing in Architecture & Regional Planning.,"Architecture & Regional Planning, Urban Design",Other,na
sumanta_chakraborty,Sumanta Chakraborty,Indian Association for the Cultivation of Science,"Assistant Professor, School of Physical Sciences, IACS","assistant_professor,_school_of_physical_sciences,_iacs",,36,93,0,4036,Professor at Indian Association for the Cultivation of Science specializing in Theoretical High Energy Physics.,"Theoretical High Energy Physics, Black Hole Thermodynamics",Physics,na
dr._sumanta_haldar,Dr. Sumanta Haldar,Indian Institute of Technology (BHU) Varanasi,Professor,professor,,22,39,0,2131,Professor at Indian Institute of Technology (BHU) Varanasi specializing in Condensed Matter Physics.,"Condensed Matter Physics, Quantum Materials",Physics,iit
sumanta_kumar_meher,Sumanta Kumar Meher,Malaviya National Institute of Technology Jaipur,"Associate Professor, Department of Chemistry, Malaviya National Institute of Technology Jaipur","associate_professor,_department_of_chemistry,_malaviya_national_institute_of_technology_jaipur",,21,28,0,4106,Professor at Malaviya National Institute of Technology Jaipur specializing in Organic Chemistry.,"Organic Chemistry, Materials Chemistry",Computer Science,nit
sumanta_kumar_sahu,Sumanta Kumar Sahu,IIT (ISM) Dhanbad,"Associate Professor, IIT (ISM) Dhanbad","associate_professor,_iit_(ism)_dhanbad",,45,77,0,5797,Professor at IIT (ISM) Dhanbad specializing in Geotechnical Engineering.,"Geotechnical Engineering, Rock Mechanics",Civil Engineering,na
sumanta_roy,Sumanta Roy,IIT Kharagpur,Team Lead - Demand Planning,team_lead_-_demand_planning,,2,1,0,55,Professor at IIT Kharagpur specializing in Supply Chain Management.,"Supply Chain Management, Demand Forecasting",Business Management,na
sumantra_mandal,Sumantra Mandal,Indian Institute of Technology Kharagpur,"Professor, Department of Metallurgical and Materials Engineering, IIT Kharagpur","professor,_department_of_metallurgical_and_materials_engineering,_iit_kharagpur",,47,93,0,6744,Professor at Indian Institute of Technology Kharagpur specializing in Materials Science.,"Materials Science, Metallurgical Engineering",Mechanical Engineering,iit
prof._sumedha_chakma,Prof. Sumedha Chakma,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,indian_institute_of_technology_delhi,,21,33,0,1443,Professor at Indian Institute of Technology Delhi specializing in Condensed Matter Physics.,"Condensed Matter Physics, Quantum Materials",Physics,iit
sumedha_chauhan,Sumedha Chauhan,O.P. Jindal Global University,"Professor, O.P. Jindal Global University","professor,_o.p._jindal_global_university",,23,34,0,3849,Professor at O.P. Jindal Global University specializing in Human Rights.,"Human Rights, Gender Studies",Other,na
sumeet_gupta,Sumeet Gupta,Indian Institute of Management Raipur,"Professor, Indian Institute of Management Raipur","professor,_indian_institute_of_management_raipur",,45,87,0,13942,Professor at Indian Institute of Management Raipur specializing in Operations Management.,"Operations Management, Supply Chain Management",Business Management,na
sumesh_a,Sumesh A,Amrita Vishwa Vidyapeetham,"Assistant Professor, Mechanical engineering, Amrita Vishwa vidyapeetham","assistant_professor,_mechanical_engineering,_amrita_vishwa_vidyapeetham",,10,11,0,561,Professor at Amrita Vishwa Vidyapeetham specializing in Mechanical Engineering.,"Mechanical Engineering, Thermal Engineering",Mechanical Engineering,na
sumesh_p_thampi,Sumesh P Thampi,Indian Institute of Technology Madras,"Department of Chemical Engineering, Indian Institute of Technology Madras","department_of_chemical_engineering,_indian_institute_of_technology_madras",,26,43,0,3552,Professor at Indian Institute of Technology Madras specializing in Polymer Physics.,"Polymer Physics, Soft Matter",Physics,iit
sumit_jaiswal,Sumit Jaiswal,Shanghai Astronomical Observatory Chinese Academy of Sciences,"Shanghai Astronomical Observatory Chinese Academy of Sciences, Shanghai","shanghai_astronomical_observatory_chinese_academy_of_sciences,_shanghai",,7,5,0,177,Professor at Shanghai Astronomical Observatory Chinese Academy of Sciences specializing in Astrophysics.,"Astrophysics, Cosmology",Physics,na
sumit_k._sharma,Sumit K. Sharma,BIT Sindri,"Assistant Professor, BIT Sindri","assistant_professor,_bit_sindri",,12,15,0,304,Professor at BIT Sindri specializing in Power Systems.,"Power Systems, Renewable Energy",Electrical Engineering,na
sumit_kumar_vishwakarma,Sumit Kumar Vishwakarma,Birla Institute of Technology and Science,"Birla institute of technology and Sciences, Pilani, Hyderabad Campus","birla_institute_of_technology_and_sciences,_pilani,_hyderabad_campus",,20,44,0,1239,Professor at Birla Institute of Technology and Science specializing in Pilani.,"Pilani, Computer Science",Computer Science,na
sumit_kumar_jha,Sumit Kumar Jha,Florida International University,"Florida International University, Miami","florida_international_university,_miami",,25,56,0,2633,Professor at Florida International University specializing in Formal Methods.,"Formal Methods, Cyber-Physical Systems",Other,na
sumit_kumar_pramanik,Sumit Kumar Pramanik,CSIR-CSMCRI,"Senior Scientist, CSIR-CSMCRI, Bhavnagar","senior_scientist,_csir-csmcri,_bhavnagar",,24,47,0,1776,Professor at CSIR-CSMCRI specializing in Materials Science.,"Materials Science, Chemical Engineering",Chemical Engineering,na
sumit_sarkar,sumit sarkar,National Center for Toxicological Research/US FDA,National Center for Toxicologial Research/ US FDA,national_center_for_toxicologial_research/_us_fda,,38,73,0,5075,Professor at National Center for Toxicological Research/US FDA specializing in Toxicology.,"Toxicology, Genetic Toxicology",Medical Sciences,na
suman_kalyan_das,Suman Kalyan Das,Jadavpur University,"Associate Professor, Dept. of Mechanical Engg., Jadavpur University","associate_professor,_dept._of_mechanical_engg.,_jadavpur_university",,18,31,0,1909,Professor at Jadavpur University specializing in Mechanical Engineering.,"Mechanical Engineering, Thermal Engineering",Mechanical Engineering,na
sunanda_roy,Sunanda Roy,The University of Oklahoma,"Postdoc Researcher at ARRC, The University of Oklahoma (OU) (UTD)","postdoc_researcher_at_arrc,_the_university_of_oklahoma_(ou)_(utd)",,6,4,0,177,Professor at The University of Oklahoma specializing in Aerospace Engineering.,"Aerospace Engineering, Radar Systems",Mechanical Engineering,na
dr._sunando_datta,Dr. Sunando Datta,IISER Bhopal,"Associate Professor of Biological Sciences, IISER Bhopal, India","associate_professor_of_biological_sciences,_iiser_bhopal,_india",,18,27,0,2046,Professor at IISER Bhopal specializing in Cell Biology.,"Cell Biology, Developmental Biology",Other,na
sunav_choudhary,Sunav Choudhary,Adobe Research,"Senior Research Scientist, Adobe Research","senior_research_scientist,_adobe_research",,16,23,0,2070,Professor at Adobe Research specializing in Computer Vision.,"Computer Vision, Machine Learning",Computer Science,na
jay_sunday,jay sunday,Unicaf University,"Student, unicaf university","student,_unicaf_university",,32,53,0,16088,Professor at Unicaf University specializing in Student.,"Student, Education",Other,na
sundararaman_tr,Sundararaman TR,Rajalakshmi Engineering College,"Professor & Head, Department of Chemical Engineering, Rajalakshmi Engineering College","professor_&_head,_department_of_chemical_engineering,_rajalakshmi_engineering_college",,8,7,0,227,Professor at Rajalakshmi Engineering College specializing in Chemical Engineering.,"Chemical Engineering, Process Optimization",Chemical Engineering,na
suneel_dutt,Suneel Dutt,National Institute of Technology Jalandhar,National Institute of Technology (NIT) Jalandhar,national_institute_of_technology_(nit)_jalandhar,,191,948,0,144299,Professor at National Institute of Technology Jalandhar specializing in Power Systems.,"Power Systems, Renewable Energy",Electrical Engineering,nit
m.s._sunitha,M.S. Sunitha,NIT Calicut,"Professor, Maths NIT Calicut","professor,_maths_nit_calicut",,24,41,0,2541,Professor at NIT Calicut specializing in Graph Theory.,"Graph Theory, Combinatorics",Other,na
sunil_bansal,sunil bansal,Panjab University,"Panjab University, Chandigarh","panjab_university,_chandigarh",,207,1138,0,217389,Professor at Panjab University specializing in Computer Science.,"Computer Science, Artificial Intelligence",Computer Science,na
sunil_jacob_john,Sunil Jacob John,National Institute of Technology Calicut,"Professor, Dept. of Mathematics, National Institute of Technology Calicut, India","professor,_dept._of_mathematics,_national_institute_of_technology_calicut,_india",,24,46,0,2730,Professor at National Institute of Technology Calicut specializing in Mathematics.,"Mathematics, Applied Mathematics",Mathematics,nit
sunil_kishore_chakrapani,Sunil Kishore Chakrapani,Michigan State University,"Assistant Professor, Michigan State University","assistant_professor,_michigan_state_university",,13,18,0,540,Professor at Michigan State University specializing in Organic Chemistry.,"Organic Chemistry, Chemical Biology",Other,na
sunil_kumar,Sunil Kumar,Health Fist,Health Fist,health_fist,,134,1430,0,91306,Professor at Health Fist specializing in Public Health.,"Public Health, Healthcare Policy",Medical Sciences,na
sunil_k_agrawal,Sunil K Agrawal,Columbia University,"Edwin H. Armstrong Professor of Mechanical Engineering & Rehab Medicine, Columbia University","edwin_h._armstrong_professor_of_mechanical_engineering_&_rehab_medicine,_columbia_university",,74,358,0,23613,Professor at Columbia University specializing in Robotics.,"Robotics, Rehabilitation Engineering",Mechanical Engineering,na
sunil_kumar_gupta,Sunil Kumar Gupta,Indian Institute of Technology (ISM) Dhanbad,"Professor, Dept. of ESE, IIT(ISM),Dhanbad","professor,_dept._of_ese,_iit(ism),dhanbad",,63,373,0,24323,Professor at Indian Institute of Technology (ISM) Dhanbad specializing in Signal Processing.,"Signal Processing, Communication Systems",Electrical Engineering,iit
sunil_kumar_m,Sunil Kumar M,JAIN (Deemed-to-be-University),JAIN (Deemed-to-be-University),jain_(deemed-to-be-university),,10,10,0,263,Professor at JAIN (Deemed-to-be-University) specializing in Computer Science.,"Computer Science, Artificial Intelligence",Computer Science,na
sunil_kumar_mishra,Sunil kumar mishra,ASMC Kushinagar,ASMC Kushinagar,asmc_kushinagar,,22,41,0,1966,Professor at ASMC Kushinagar specializing in Mathematics.,"Mathematics, Statistics",Mathematics,na
dr._sunilkumar_pandey,Dr. SunilKumar Pandey,Nims University,"Professor of Physics,  Head:  Applied Sciences. In-Charge : NCEREST. Proctor: Nims University","professor_of_physics,__head:__applied_sciences._in-charge_:_ncerest._proctor:_nims_university",,13,14,0,966,Professor at Nims University specializing in Physics.,"Physics, Applied Sciences",Physics,na
sunil_kumar_panigrahi,Sunil Kumar Panigrahi,University of Hyderabad,"University of Hyderabad, Aurigene Discovery Tech. Ltd.","university_of_hyderabad,_aurigene_discovery_tech._ltd.",,15,19,0,1273,Professor at University of Hyderabad specializing in Medicinal Chemistry.,"Medicinal Chemistry, Drug Discovery",Other,na
dr_sunil_kumar_singh,Dr Sunil kumar Singh,Banaras Hindu University,PG in Community Medicine,pg_in_community_medicine,,71,405,0,22400,Professor at Banaras Hindu University specializing in Public Health.,"Public Health, Epidemiology",Medical Sciences,na
suneel_kumar_srivastava,Suneel Kumar Srivastava,Indian Institute of Technology Kharagpur,"Professor of Chemistry, Indian Institute of technology, Kharagpur, India","professor_of_chemistry,_indian_institute_of_technology,_kharagpur,_india",,57,168,0,10870,Professor at Indian Institute of Technology Kharagpur specializing in Chemistry.,"Chemistry, Materials Science",Mechanical Engineering,iit
sunil_kumar_verma,SUNIL KUMAR VERMA,Indian Institute of Technology (BHU) Varanasi,Assistant Professor,assistant_professor,,39,162,0,9889,Professor at Indian Institute of Technology (BHU) Varanasi specializing in Materials Science.,"Materials Science, Nanotechnology",Mechanical Engineering,iit
sunil_mathew,Sunil Mathew,National Institute of Technology Calicut,"Associate Professor in Mathematics, National Institute of Technology Calicut,Kerala,India.","associate_professor_in_mathematics,_national_institute_of_technology_calicut,kerala,india.",,26,53,0,2786,Professor at National Institute of Technology Calicut specializing in Mathematics.,"Mathematics, Applied Mathematics",Mathematics,nit
s_sunil,S Sunil,Institute for Plasma Research,Institute for Plasma Research,institute_for_plasma_research,,88,137,0,92231,Professor at Institute for Plasma Research specializing in Plasma Physics.,"Plasma Physics, Fusion Energy",Physics,na
sunil_kumar_gupta,Sunil Kumar Gupta,Indian Institute of Technology (ISM) Dhanbad,"Professor, Dept. of ESE, IIT(ISM),Dhanbad","professor,_dept._of_ese,_iit(ism),dhanbad",,63,373,0,24323,Professor at Indian Institute of Technology (ISM) Dhanbad specializing in Signal Processing.,"Signal Processing, Communication Systems",Electrical Engineering,iit
sunish_k_sugunan,Sunish K Sugunan,Mahatma Gandhi University,CMS College Kottayam,cms_college_kottayam,,7,4,0,327,Professor at Mahatma Gandhi University specializing in Organic Chemistry.,"Organic Chemistry, Polymer Chemistry",Other,na
sunita_chauhan,Sunita Chauhan,Monash University,"Monash University, Australia","monash_university,_australia",,24,42,0,3692,Professor at Monash University specializing in Public Health.,"Public Health, Health Services Research",Medical Sciences,na
sunita_kumari,Sunita Kumari,Cold Spring Harbor Laboratory,Cold Spring Harbor Labs,cold_spring_harbor_labs,,33,63,0,13496,Professor at Cold Spring Harbor Laboratory specializing in Cancer Biology.,"Cancer Biology, Genomics",Medical Sciences,na
sunny_manchanda,Sunny Manchanda,DYSL-AI,DYSL-AI,dysl-ai,,5,1,0,43,Professor at DYSL-AI specializing in Artificial Intelligence.,"Artificial Intelligence, Machine Learning",Computer Science,na
zhi_yu,Zhi Yu,Sunny College,Sunny College,sunny_college,,40,64,0,7056,Professor at Sunny College specializing in Artificial Intelligence.,"Artificial Intelligence, Data Science",Computer Science,na
